id,car_id,service_date,description,cost,odometer_reading
32835,8969,2024-08-27,Air conditioning service,60,1156
32836,10310,2023-11-22,Brake pad replacement,749.22,10456
32837,4660,2023-07-29,Annual safety inspection,701.12,35142
32838,3091,2024-05-15,Tire rotation and balancing,468.03,25740
32839,3709,2022-07-15,Engine diagnostic and tune-up,618.73,2209
32840,14436,2024-04-15,Wheel alignment,336.53,10683
32841,11525,2022-09-17,Battery replacement,932.17,85696
32842,669,2026-05-12,Brake pad replacement,842.84,2930
32843,3881,2025-12-02,Full detailing and cleaning,617,6111
32844,6861,2026-04-22,Battery replacement,814.19,42434
32845,6822,2024-05-08,Windshield wiper replacement,599.76,509
32846,10193,2025-05-22,Windshield wiper replacement,285.97,548
32847,9491,2023-11-20,Windshield wiper replacement,687.6,1150
32848,12153,2025-09-18,Annual safety inspection,387.98,20362
32849,179,2023-04-20,Battery replacement,480.76,54218
32850,13557,2025-02-06,Suspension repair,245.04,11550
32851,8642,2026-04-30,Headlight replacement,208.2,75251
32852,7159,2023-04-13,Air conditioning service,254.6,1571
32853,6055,2023-03-05,Wheel alignment,845.67,7288
32854,3268,2023-06-18,Transmission fluid flush,518,124966
32855,11575,2023-08-30,Suspension repair,100.7,52405
32856,4735,2022-10-30,Suspension repair,106.45,1849
32857,6190,2023-12-22,Air conditioning service,470.18,12027
32858,12951,2023-06-20,Full detailing and cleaning,140.69,54019
32859,12368,2025-11-06,Full detailing and cleaning,446.61,85226
32860,7005,2026-03-14,Coolant system flush,791.27,117216
32861,6357,2025-12-18,Tire rotation and balancing,820.18,45199
32862,7649,2022-12-26,Headlight replacement,386.9,174190
32863,11695,2025-10-04,Spark plug replacement,175.11,25160
32864,10060,2023-05-27,Suspension repair,429.47,19721
32865,673,2024-12-02,Transmission fluid flush,652.55,16632
32866,6334,2023-10-11,Brake pad replacement,923.48,34846
32867,6423,2022-09-24,Full detailing and cleaning,422.44,24244
32868,8318,2025-01-11,Annual safety inspection,212.19,56593
32869,9812,2026-03-31,Annual safety inspection,948.15,22753
32870,12121,2023-08-24,Air conditioning service,125.92,39987
32871,14830,2024-08-27,Windshield wiper replacement,219.09,13698
32872,989,2022-12-14,Brake pad replacement,249.71,121948
32873,11836,2025-11-05,Transmission fluid flush,192.08,18729
32874,721,2026-05-21,Transmission fluid flush,63.22,2319
32875,747,2023-12-25,Spark plug replacement,216.54,6831
32876,1009,2026-04-14,Battery replacement,365.82,78581
32877,12628,2025-05-24,Full detailing and cleaning,500.91,35842
32878,6531,2023-01-03,Annual safety inspection,818.73,549
32879,2514,2025-08-18,Routine oil and filter change,618.75,66073
32880,1024,2024-10-16,Wheel alignment,767.64,41628
32881,409,2025-06-30,Transmission fluid flush,699.56,65136
32882,12730,2026-06-23,Air conditioning service,810.38,86022
32883,7462,2022-12-13,Transmission fluid flush,63.53,7137
32884,6491,2025-01-01,Battery replacement,722.73,39603
32885,14143,2026-01-09,Headlight replacement,163.86,9355
32886,3521,2023-02-12,Tire rotation and balancing,705.01,96930
32887,1306,2024-02-28,Wheel alignment,937.85,62298
32888,8158,2025-09-02,Annual safety inspection,662.6,12830
32889,13648,2025-07-23,Engine diagnostic and tune-up,628.46,39894
32890,4370,2024-02-25,Headlight replacement,55.37,79954
32891,4620,2023-10-25,Annual safety inspection,75.28,20164
32892,3555,2025-05-04,Engine diagnostic and tune-up,360.65,26923
32893,4480,2025-03-07,Coolant system flush,415.31,306
32894,8378,2026-06-19,Suspension repair,490,21420
32895,1228,2026-01-10,Engine diagnostic and tune-up,510.41,61284
32896,119,2023-06-04,Transmission fluid flush,560.57,7180
32897,14268,2024-06-04,Coolant system flush,787.85,35293
32898,166,2024-06-20,Windshield wiper replacement,161.93,14579
32899,632,2025-06-14,Suspension repair,698.56,1584
32900,1189,2025-03-13,Coolant system flush,236.22,57006
32901,14789,2023-06-05,Windshield wiper replacement,449.26,110046
32902,6904,2025-09-17,Wheel alignment,591.98,11342
32903,6509,2024-12-14,Routine oil and filter change,143.17,17070
32904,7726,2023-11-04,Tire rotation and balancing,169.77,8140
32905,8621,2024-12-11,Tire rotation and balancing,524.64,4794
32906,5764,2023-10-25,Annual safety inspection,994.26,12661
32907,3995,2023-04-29,Battery replacement,636.53,36373
32908,12080,2024-09-06,Tire rotation and balancing,243.16,5612
32909,13545,2025-01-13,Spark plug replacement,562.64,87892
32910,4288,2025-10-26,Transmission fluid flush,522.44,28162
32911,13307,2026-06-15,Wheel alignment,910.84,12405
32912,12460,2023-09-19,Battery replacement,189.82,53999
32913,13973,2024-10-20,Suspension repair,983.39,30142
32914,1307,2025-07-06,Brake pad replacement,695.83,19094
32915,10853,2023-07-13,Battery replacement,874.93,21612
32916,10332,2022-12-30,Transmission fluid flush,296.91,73371
32917,2684,2022-07-15,Headlight replacement,677.49,9296
32918,3919,2026-02-17,Full detailing and cleaning,429.03,138460
32919,14904,2026-01-28,Suspension repair,134.96,7292
32920,3535,2022-11-03,Headlight replacement,900.99,9998
32921,7067,2024-06-20,Windshield wiper replacement,427.16,3676
32922,5514,2025-10-06,Coolant system flush,822.27,24421
32923,14515,2022-10-21,Windshield wiper replacement,591.06,30513
32924,810,2025-11-28,Windshield wiper replacement,940.62,89188
32925,2998,2023-07-29,Coolant system flush,285.26,10705
32926,5504,2024-05-29,Transmission fluid flush,550.84,42510
32927,5989,2023-10-11,Headlight replacement,820.69,66152
32928,10711,2024-03-05,Brake pad replacement,574.01,163371
32929,1583,2025-12-03,Tire rotation and balancing,84.14,16364
32930,3457,2022-10-24,Transmission fluid flush,198.53,6281
32931,8837,2025-09-03,Annual safety inspection,182.74,153544
32932,3656,2023-11-24,Annual safety inspection,126.92,5448
32933,10958,2025-12-14,Tire rotation and balancing,953.43,48569
32934,14374,2023-05-20,Suspension repair,321.5,9903
32935,4055,2024-09-20,Brake pad replacement,641.35,63093
32936,6852,2024-03-20,Headlight replacement,266.67,129473
32937,6039,2025-05-03,Routine oil and filter change,561.56,1620
32938,283,2022-11-13,Transmission fluid flush,197.46,84516
32939,6184,2024-02-07,Headlight replacement,459.68,2166
32940,11695,2023-02-20,Air conditioning service,625.19,50921
32941,9144,2024-12-16,Full detailing and cleaning,459.75,34178
32942,5419,2023-11-30,Tire rotation and balancing,525.47,3092
32943,2553,2024-01-28,Wheel alignment,822.48,16341
32944,13385,2025-03-19,Air conditioning service,611.15,6581
32945,3764,2024-08-30,Air conditioning service,953.19,23376
32946,3806,2024-07-25,Engine diagnostic and tune-up,559.67,43446
32947,6624,2025-10-09,Suspension repair,404.24,14019
32948,2431,2026-04-06,Annual safety inspection,802.02,79644
32949,546,2022-07-18,Full detailing and cleaning,798.78,1834
32950,4604,2024-04-28,Spark plug replacement,591.92,320
32951,12390,2024-09-26,Annual safety inspection,694.01,66945
32952,9911,2024-07-29,Suspension repair,560.74,62775
32953,12498,2023-09-14,Transmission fluid flush,62.32,79289
32954,9213,2022-07-19,Battery replacement,768.4,43786
32955,5100,2023-03-27,Wheel alignment,183.03,25804
32956,11029,2022-08-10,Brake pad replacement,320.47,7912
32957,12303,2025-10-28,Brake pad replacement,697.64,94812
32958,11421,2024-01-13,Headlight replacement,806.94,282
32959,4148,2023-10-31,Battery replacement,412.08,5787
32960,13313,2024-02-14,Suspension repair,150.35,22779
32961,5846,2024-07-21,Wheel alignment,278.35,51004
32962,6344,2026-02-27,Transmission fluid flush,818.75,12244
32963,165,2026-01-11,Engine diagnostic and tune-up,506.73,1608
32964,14536,2025-05-31,Engine diagnostic and tune-up,159.12,8824
32965,14244,2023-05-30,Routine oil and filter change,878.86,3667
32966,128,2025-04-27,Brake pad replacement,389.77,3540
32967,2633,2023-10-06,Routine oil and filter change,438.73,25351
32968,14309,2025-12-22,Battery replacement,264.05,34146
32969,7079,2025-12-24,Windshield wiper replacement,573.82,26829
32970,5214,2023-09-28,Routine oil and filter change,529.62,16715
32971,2834,2023-03-02,Annual safety inspection,849.98,17248
32972,10141,2026-02-10,Battery replacement,221.88,1203
32973,8125,2024-11-18,Spark plug replacement,608.38,27262
32974,11488,2024-12-30,Routine oil and filter change,942.02,3248
32975,7382,2024-10-30,Air conditioning service,320.46,3610
32976,2586,2023-12-23,Headlight replacement,233.2,623
32977,7504,2025-09-04,Transmission fluid flush,149.07,26710
32978,10780,2023-02-13,Headlight replacement,260.57,93721
32979,8900,2026-04-09,Battery replacement,443.42,12200
32980,14847,2025-08-14,Full detailing and cleaning,440.63,30092
32981,2222,2023-12-30,Coolant system flush,354.87,10344
32982,5773,2022-09-21,Annual safety inspection,444.32,21790
32983,6989,2023-11-27,Brake pad replacement,680.77,4520
32984,13411,2022-12-08,Annual safety inspection,850.92,2586
32985,229,2022-12-10,Battery replacement,66.12,1540
32986,8794,2025-06-10,Headlight replacement,119.7,61974
32987,6916,2022-08-18,Annual safety inspection,314.15,11923
32988,7035,2023-12-18,Coolant system flush,740.78,20257
32989,6324,2025-05-31,Wheel alignment,644.18,6464
32990,10083,2026-02-20,Routine oil and filter change,127.92,6092
32991,8446,2026-03-31,Transmission fluid flush,570.37,40993
32992,1806,2026-04-05,Tire rotation and balancing,58.89,71321
32993,2793,2025-07-08,Annual safety inspection,278.19,63834
32994,7445,2023-03-24,Battery replacement,212.49,7382
32995,8467,2025-07-10,Battery replacement,675.73,8397
32996,8478,2022-07-17,Transmission fluid flush,159.69,74815
32997,13148,2025-06-24,Air conditioning service,220.68,38446
32998,8812,2025-01-18,Suspension repair,267.77,3686
32999,2050,2022-07-07,Annual safety inspection,844.77,7946
33000,11553,2024-01-10,Headlight replacement,394.77,83191
33001,13131,2023-02-28,Air conditioning service,268.16,6772
33002,1746,2024-09-22,Tire rotation and balancing,388.8,1593
33003,9807,2026-01-09,Annual safety inspection,935.89,29011
33004,12284,2026-03-15,Transmission fluid flush,245.05,77398
33005,525,2023-09-02,Transmission fluid flush,453.17,12303
33006,12577,2025-02-28,Routine oil and filter change,567.14,7496
33007,4708,2022-10-19,Air conditioning service,390.53,56335
33008,14998,2025-09-16,Tire rotation and balancing,705.42,733
33009,3270,2026-05-28,Routine oil and filter change,205.49,35319
33010,12617,2025-08-09,Coolant system flush,230.35,6445
33011,14260,2024-02-06,Battery replacement,561.31,19253
33012,1069,2022-10-12,Transmission fluid flush,270.55,163793
33013,8231,2024-02-24,Tire rotation and balancing,441.92,15401
33014,14433,2024-03-28,Headlight replacement,549.54,3179
33015,9403,2025-09-14,Battery replacement,874.44,356
33016,14334,2025-04-30,Routine oil and filter change,853.85,182067
33017,7174,2022-08-09,Air conditioning service,804.91,970
33018,4053,2022-10-22,Windshield wiper replacement,429.74,5567
33019,3718,2022-09-25,Routine oil and filter change,448.42,40117
33020,4916,2026-04-06,Windshield wiper replacement,192.41,43092
33021,4461,2022-08-23,Transmission fluid flush,428.02,6503
33022,5395,2023-03-14,Brake pad replacement,309.83,257
33023,1374,2023-03-13,Suspension repair,58.61,39660
33024,5722,2025-11-08,Battery replacement,358.38,75631
33025,9090,2023-05-18,Air conditioning service,348.05,77561
33026,6020,2025-09-08,Air conditioning service,659.24,42032
33027,5311,2022-07-26,Battery replacement,702.75,581
33028,13042,2023-09-20,Spark plug replacement,731.41,28094
33029,2357,2024-08-02,Brake pad replacement,251.07,32409
33030,4578,2026-03-04,Windshield wiper replacement,292.9,14990
33031,14636,2025-02-26,Battery replacement,834.04,1405
33032,14736,2023-04-15,Windshield wiper replacement,610.68,76598
33033,11390,2022-10-17,Suspension repair,100.11,108381
33034,10319,2026-05-06,Headlight replacement,808.78,26090
33035,9338,2025-10-13,Tire rotation and balancing,612.16,1099
33036,9671,2022-11-20,Coolant system flush,119.62,42111
33037,568,2023-04-15,Spark plug replacement,394.93,18825
33038,7937,2024-10-22,Full detailing and cleaning,787.36,76394
33039,2049,2022-09-30,Full detailing and cleaning,158.64,47369
33040,625,2024-06-12,Annual safety inspection,612.73,79634
33041,12497,2022-08-09,Battery replacement,254.63,8673
33042,2063,2026-04-29,Routine oil and filter change,828.88,4443
33043,767,2025-06-22,Headlight replacement,950.43,9999
33044,13946,2024-04-17,Windshield wiper replacement,562.77,1778
33045,8751,2022-12-06,Tire rotation and balancing,370.41,10570
33046,5100,2022-07-04,Headlight replacement,234.57,1893
33047,8892,2025-03-18,Engine diagnostic and tune-up,390.68,57614
33048,10732,2023-09-15,Air conditioning service,540.83,143669
33049,5180,2025-03-09,Tire rotation and balancing,536.08,21572
33050,4404,2022-09-25,Coolant system flush,982.77,180178
33051,7831,2022-07-14,Transmission fluid flush,594.06,7919
33052,4978,2024-04-12,Coolant system flush,744.92,4345
33053,2175,2023-09-04,Engine diagnostic and tune-up,984.21,1237
33054,11558,2024-06-03,Engine diagnostic and tune-up,916.26,31361
33055,3495,2025-10-18,Annual safety inspection,897.45,8811
33056,7476,2025-07-31,Wheel alignment,462.49,44202
33057,13671,2024-08-05,Spark plug replacement,514.78,37876
33058,6723,2024-12-21,Windshield wiper replacement,843.02,116543
33059,14232,2025-03-08,Suspension repair,974.3,56610
33060,11363,2026-04-04,Full detailing and cleaning,277.8,22661
33061,3655,2023-01-28,Routine oil and filter change,313.7,133814
33062,4053,2022-07-23,Wheel alignment,368.72,30427
33063,3766,2026-05-29,Battery replacement,336.5,17583
33064,2788,2025-05-15,Spark plug replacement,709.84,76391
33065,9007,2025-05-18,Tire rotation and balancing,936.94,2805
33066,10067,2024-08-08,Spark plug replacement,970.25,37385
33067,8964,2022-09-28,Routine oil and filter change,95.92,22065
33068,9183,2026-02-18,Battery replacement,514.17,1208
33069,6661,2023-06-02,Routine oil and filter change,961.4,120851
33070,12316,2026-05-17,Headlight replacement,423.14,26124
33071,355,2025-02-28,Routine oil and filter change,718.98,948
33072,6445,2022-12-03,Battery replacement,340.83,84931
33073,6876,2024-04-17,Headlight replacement,248.9,26298
33074,11578,2022-08-13,Headlight replacement,721.29,17601
33075,9350,2024-10-25,Routine oil and filter change,393.79,4910
33076,2857,2026-02-24,Air conditioning service,932.84,33000
33077,6651,2025-04-19,Battery replacement,753.45,19653
33078,13725,2024-10-09,Annual safety inspection,109.28,108485
33079,7675,2022-09-02,Coolant system flush,270.07,71043
33080,11362,2026-04-02,Headlight replacement,934.86,5223
33081,12234,2024-07-06,Battery replacement,180.14,19217
33082,6029,2023-12-16,Windshield wiper replacement,872.78,64037
33083,13681,2026-03-27,Wheel alignment,453.34,41168
33084,2856,2025-06-12,Headlight replacement,562.14,38305
33085,109,2026-06-06,Battery replacement,660.54,4812
33086,661,2026-03-02,Coolant system flush,403.84,48546
33087,7811,2022-11-22,Transmission fluid flush,748.89,30657
33088,11389,2022-10-21,Air conditioning service,658.01,101103
33089,4696,2024-04-29,Full detailing and cleaning,696.6,31421
33090,10984,2023-11-27,Tire rotation and balancing,96.05,13821
33091,6204,2022-10-12,Suspension repair,794.14,14826
33092,8418,2025-07-30,Routine oil and filter change,683.91,25446
33093,6453,2023-04-09,Air conditioning service,323.9,8850
33094,12428,2026-06-26,Transmission fluid flush,840.98,97049
33095,12402,2022-08-21,Suspension repair,252.81,14472
33096,11515,2024-07-31,Wheel alignment,929.45,14147
33097,12760,2026-06-05,Tire rotation and balancing,190.85,40637
33098,9625,2023-10-04,Windshield wiper replacement,282.95,29405
33099,14867,2024-08-01,Full detailing and cleaning,784.52,282
33100,1366,2022-09-08,Engine diagnostic and tune-up,103.2,26894
33101,10398,2022-12-19,Brake pad replacement,628.1,3655
33102,2465,2025-09-07,Coolant system flush,380.56,33330
33103,12,2024-06-15,Air conditioning service,632.28,19572
33104,5877,2022-08-30,Coolant system flush,807.97,9165
33105,13747,2022-11-02,Windshield wiper replacement,515.7,6287
33106,9404,2025-09-28,Windshield wiper replacement,965.65,105284
33107,9341,2023-07-07,Transmission fluid flush,50.25,5174
33108,9811,2023-03-25,Headlight replacement,437.83,5350
33109,7780,2024-06-09,Transmission fluid flush,91.4,4768
33110,228,2022-07-09,Spark plug replacement,306.94,53333
33111,6545,2023-05-08,Battery replacement,882.27,70394
33112,7177,2026-05-01,Transmission fluid flush,669.91,2041
33113,1326,2025-02-19,Annual safety inspection,452.12,3344
33114,8339,2024-10-14,Wheel alignment,548.3,8779
33115,4116,2024-03-24,Transmission fluid flush,981.24,12856
33116,7750,2023-01-27,Windshield wiper replacement,418.34,26900
33117,12580,2023-11-03,Wheel alignment,717.24,90533
33118,5967,2023-09-24,Tire rotation and balancing,494.31,8511
33119,11248,2025-10-10,Battery replacement,409.87,86020
33120,12517,2025-06-10,Engine diagnostic and tune-up,825.8,23116
33121,7762,2025-04-21,Battery replacement,729,9666
33122,2671,2025-08-28,Wheel alignment,925.83,20734
33123,4435,2025-11-07,Battery replacement,467.78,72622
33124,11880,2025-07-08,Battery replacement,108.92,6132
33125,3181,2026-01-28,Headlight replacement,111.3,4882
33126,7048,2023-02-19,Windshield wiper replacement,508.9,49313
33127,3149,2023-10-05,Spark plug replacement,383.65,21071
33128,14554,2022-12-14,Tire rotation and balancing,831.65,2516
33129,6832,2023-06-23,Tire rotation and balancing,559.88,46774
33130,5542,2024-02-27,Coolant system flush,335.58,6222
33131,14102,2022-08-24,Wheel alignment,283.3,19435
33132,13228,2026-06-26,Battery replacement,54.79,104661
33133,2289,2024-01-02,Spark plug replacement,693.31,6158
33134,6443,2025-01-02,Air conditioning service,536.52,470
33135,3751,2025-09-16,Wheel alignment,760.49,29138
33136,3003,2024-04-26,Wheel alignment,276.43,5354
33137,7441,2024-08-22,Full detailing and cleaning,616.3,4633
33138,11886,2025-01-06,Annual safety inspection,361.69,20843
33139,9998,2023-11-13,Air conditioning service,237.49,13257
33140,5744,2024-09-23,Tire rotation and balancing,690.27,28081
33141,13007,2025-04-17,Full detailing and cleaning,358.32,30925
33142,7392,2025-05-19,Air conditioning service,618.16,3035
33143,12851,2024-06-25,Brake pad replacement,135.3,81257
33144,6607,2025-02-11,Full detailing and cleaning,103.68,4688
33145,6945,2025-05-31,Spark plug replacement,333.23,8417
33146,259,2024-01-20,Full detailing and cleaning,639.97,67381
33147,1050,2026-05-07,Engine diagnostic and tune-up,506.27,20771
33148,8185,2026-01-12,Air conditioning service,463.42,8891
33149,13351,2022-12-21,Transmission fluid flush,222.11,3608
33150,2149,2024-08-06,Windshield wiper replacement,998.83,314
33151,3898,2022-09-11,Full detailing and cleaning,281.24,145962
33152,10869,2024-02-29,Headlight replacement,619.28,42086
33153,7429,2023-10-05,Annual safety inspection,107.11,35407
33154,4661,2023-01-09,Suspension repair,865.35,33867
33155,6654,2023-12-29,Tire rotation and balancing,738.75,23035
33156,14305,2025-11-07,Wheel alignment,835.48,40717
33157,14079,2024-10-08,Suspension repair,866.64,87120
33158,8265,2022-09-06,Transmission fluid flush,67.88,16684
33159,8169,2025-10-15,Transmission fluid flush,431.64,984
33160,10606,2024-05-27,Spark plug replacement,834.19,20260
33161,10494,2024-09-22,Brake pad replacement,570.55,23216
33162,12727,2025-01-11,Battery replacement,73.31,10182
33163,5542,2022-08-09,Spark plug replacement,918.25,5064
33164,3429,2025-02-26,Tire rotation and balancing,462.6,130236
33165,11406,2022-12-09,Windshield wiper replacement,462.87,116877
33166,2494,2026-01-16,Headlight replacement,868.49,2964
33167,13548,2026-01-03,Annual safety inspection,894.9,4647
33168,2289,2024-03-03,Suspension repair,290.84,8363
33169,11615,2025-08-16,Full detailing and cleaning,671.3,3263
33170,9480,2025-05-27,Battery replacement,723.29,18138
33171,9771,2025-05-08,Tire rotation and balancing,272.6,26933
33172,14448,2022-08-11,Battery replacement,171.44,31603
33173,9836,2023-12-05,Wheel alignment,599.89,5202
33174,3918,2022-12-01,Wheel alignment,311.31,2542
33175,11165,2025-04-10,Brake pad replacement,435.34,5760
33176,14636,2025-11-12,Headlight replacement,795.41,8166
33177,13966,2023-01-14,Transmission fluid flush,637.06,7003
33178,4256,2022-11-29,Routine oil and filter change,569.51,175173
33179,1145,2024-04-13,Battery replacement,895.28,24844
33180,188,2025-03-27,Headlight replacement,827.81,6236
33181,7806,2025-04-02,Full detailing and cleaning,465.78,23436
33182,14351,2024-08-01,Full detailing and cleaning,777.34,17896
33183,1340,2022-09-24,Annual safety inspection,593.97,19244
33184,14616,2025-01-13,Brake pad replacement,460.68,16860
33185,6106,2022-06-30,Wheel alignment,122.97,2245
33186,13164,2023-07-19,Battery replacement,300.41,45111
33187,8750,2025-06-17,Transmission fluid flush,368.54,33407
33188,3777,2025-05-02,Headlight replacement,567.69,25252
33189,3503,2026-05-12,Air conditioning service,53.41,8398
33190,10337,2023-04-19,Coolant system flush,295.01,22714
33191,8623,2025-01-31,Air conditioning service,819.23,11615
33192,2040,2024-11-06,Headlight replacement,88.54,7000
33193,13355,2023-08-16,Spark plug replacement,121.85,8531
33194,5670,2023-08-01,Coolant system flush,662.68,68729
33195,9877,2024-05-03,Windshield wiper replacement,694.11,747
33196,3259,2023-05-14,Brake pad replacement,888.32,203
33197,7982,2024-03-18,Windshield wiper replacement,616.2,9646
33198,10972,2025-05-17,Windshield wiper replacement,408.32,2526
33199,1827,2024-07-06,Headlight replacement,515.06,4489
33200,7619,2024-02-25,Suspension repair,869.71,22847
33201,13741,2024-11-29,Brake pad replacement,471.38,1486
33202,3835,2025-04-20,Wheel alignment,120.19,21076
33203,11006,2025-05-22,Brake pad replacement,780.95,39899
33204,559,2023-10-07,Wheel alignment,704.25,19005
33205,3142,2023-04-24,Wheel alignment,608.98,36538
33206,2052,2026-06-18,Windshield wiper replacement,474.81,37008
33207,6333,2026-01-20,Transmission fluid flush,756.76,16877
33208,6997,2023-07-04,Transmission fluid flush,751.18,23858
33209,9233,2026-03-27,Transmission fluid flush,910.84,956
33210,12965,2025-09-24,Coolant system flush,773.89,20580
33211,12868,2024-09-11,Air conditioning service,140.02,25413
33212,10794,2025-05-06,Windshield wiper replacement,515.25,8077
33213,2275,2023-05-10,Brake pad replacement,365.16,18398
33214,12647,2024-01-24,Headlight replacement,312.3,20499
33215,5554,2024-05-01,Coolant system flush,543.95,34861
33216,10466,2025-09-11,Air conditioning service,669.05,42313
33217,4792,2026-02-11,Suspension repair,139.69,136701
33218,14911,2022-10-16,Routine oil and filter change,463.54,69883
33219,3083,2024-07-25,Coolant system flush,109.05,186095
33220,4760,2023-08-03,Air conditioning service,457.17,52935
33221,12023,2025-01-23,Brake pad replacement,311.16,2190
33222,12719,2026-03-10,Wheel alignment,733.48,19554
33223,208,2025-08-22,Suspension repair,853.63,10108
33224,9506,2024-04-08,Wheel alignment,748.6,221416
33225,10527,2025-07-18,Brake pad replacement,328.2,258
33226,2314,2022-11-15,Air conditioning service,906.81,2495
33227,13467,2026-02-21,Windshield wiper replacement,243.41,604
33228,7685,2023-06-24,Routine oil and filter change,496.89,9696
33229,13852,2025-12-04,Wheel alignment,862.61,84845
33230,13884,2022-08-31,Spark plug replacement,691.26,54438
33231,8853,2024-12-02,Windshield wiper replacement,578.87,17713
33232,11818,2024-08-28,Coolant system flush,772.15,498
33233,6542,2024-04-10,Routine oil and filter change,185.26,103556
33234,10372,2023-02-05,Battery replacement,663.48,19941
33235,8061,2024-11-29,Spark plug replacement,618.18,1345
33236,9225,2024-02-15,Suspension repair,331.69,3679
33237,10849,2025-03-16,Annual safety inspection,449.03,19448
33238,11618,2023-07-08,Annual safety inspection,517.28,7495
33239,2958,2025-03-08,Suspension repair,311.91,72253
33240,2749,2024-07-09,Windshield wiper replacement,818.92,99525
33241,4628,2025-07-08,Tire rotation and balancing,520.42,10783
33242,14390,2024-05-10,Coolant system flush,984.99,11633
33243,131,2025-03-02,Tire rotation and balancing,639.86,5610
33244,1806,2025-04-12,Engine diagnostic and tune-up,608.36,55029
33245,5395,2024-07-21,Air conditioning service,761.2,1100
33246,6270,2026-05-25,Headlight replacement,114.28,13651
33247,2316,2025-07-11,Windshield wiper replacement,812.54,14712
33248,12254,2022-08-08,Headlight replacement,70.72,11719
33249,6285,2025-02-27,Headlight replacement,758.83,49363
33250,11534,2024-03-31,Air conditioning service,190.9,150347
33251,3183,2022-12-06,Spark plug replacement,839.45,18323
33252,5299,2022-12-11,Brake pad replacement,325.06,17250
33253,6939,2026-06-07,Wheel alignment,511.72,129996
33254,6644,2026-01-10,Brake pad replacement,818.37,6060
33255,14638,2022-12-21,Suspension repair,891.94,19428
33256,13056,2024-03-23,Brake pad replacement,347.76,34073
33257,8437,2025-02-08,Wheel alignment,132.86,680
33258,5947,2024-01-19,Routine oil and filter change,833.66,88
33259,649,2022-07-10,Annual safety inspection,480.19,22332
33260,8983,2025-09-28,Full detailing and cleaning,144.74,17479
33261,13057,2023-03-02,Wheel alignment,982.87,114375
33262,575,2025-07-13,Windshield wiper replacement,880.36,1212
33263,2726,2024-06-11,Battery replacement,422.72,21553
33264,14938,2026-05-18,Brake pad replacement,535.27,68487
33265,3047,2023-05-19,Wheel alignment,343.25,5683
33266,14504,2023-10-20,Full detailing and cleaning,316.2,27389
33267,2102,2024-11-02,Tire rotation and balancing,500.22,7300
33268,375,2024-06-29,Wheel alignment,154.36,12812
33269,14202,2024-02-27,Routine oil and filter change,892.07,36852
33270,11505,2022-10-23,Wheel alignment,878.32,35481
33271,6775,2022-08-04,Transmission fluid flush,514.56,57417
33272,7297,2022-11-30,Air conditioning service,535.48,32329
33273,14302,2024-12-09,Tire rotation and balancing,110.5,96264
33274,2943,2022-07-12,Wheel alignment,752.04,1625
33275,1525,2024-07-19,Suspension repair,394.07,10523
33276,5043,2025-03-31,Spark plug replacement,356.43,13506
33277,7230,2022-07-12,Headlight replacement,431.58,7907
33278,4739,2025-12-24,Headlight replacement,621.13,6156
33279,1539,2023-01-05,Headlight replacement,567.86,6263
33280,2129,2025-04-10,Battery replacement,594.75,43054
33281,12795,2023-12-07,Annual safety inspection,953.66,212
33282,10822,2023-10-05,Coolant system flush,802.5,1552
33283,3751,2023-09-09,Suspension repair,640.39,25148
33284,508,2026-02-09,Annual safety inspection,707.01,29497
33285,9389,2022-12-28,Suspension repair,360.91,2683
33286,4905,2024-06-15,Tire rotation and balancing,157.45,10757
33287,6899,2026-04-01,Annual safety inspection,399.36,51754
33288,1331,2025-07-19,Spark plug replacement,402.42,80212
33289,14970,2023-07-14,Headlight replacement,596.75,34598
33290,2366,2025-12-03,Annual safety inspection,917.71,1241
33291,13732,2024-11-18,Annual safety inspection,913.91,18654
33292,9137,2024-03-06,Air conditioning service,783.76,10537
33293,6489,2024-03-28,Wheel alignment,757.45,114916
33294,6183,2023-07-31,Suspension repair,567.3,4983
33295,1561,2025-11-13,Air conditioning service,620.2,30639
33296,13024,2026-06-22,Transmission fluid flush,585.4,40967
33297,9620,2023-08-13,Transmission fluid flush,592.49,749
33298,10927,2025-08-09,Wheel alignment,147.27,2924
33299,7781,2024-09-28,Engine diagnostic and tune-up,352.47,138086
33300,1528,2026-03-08,Tire rotation and balancing,529.88,14720
33301,5514,2024-09-11,Engine diagnostic and tune-up,142.06,44904
33302,5140,2023-04-18,Headlight replacement,680.48,6273
33303,12604,2023-07-11,Full detailing and cleaning,219.07,101606
33304,11361,2023-06-08,Battery replacement,351.92,125390
33305,9332,2024-03-28,Battery replacement,754.64,541
33306,12345,2024-05-01,Annual safety inspection,825.9,88211
33307,11816,2022-09-09,Headlight replacement,697.87,4904
33308,9781,2022-11-05,Brake pad replacement,212.36,7820
33309,5312,2024-08-19,Brake pad replacement,689.99,98345
33310,14866,2023-07-27,Full detailing and cleaning,683.36,114874
33311,12904,2025-06-10,Spark plug replacement,497.89,6909
33312,3328,2026-02-21,Engine diagnostic and tune-up,959.54,204666
33313,10127,2024-06-24,Headlight replacement,603.04,14652
33314,10982,2024-02-19,Air conditioning service,208.59,35028
33315,9518,2024-08-24,Transmission fluid flush,176.71,43269
33316,5344,2023-04-23,Brake pad replacement,538,4685
33317,3696,2024-07-29,Brake pad replacement,143.51,51345
