id,license_plate,vin,make,model,year,category_id,branch_id,color,mileage,status,created_at
7736,LV007735,AH10WGDTNSKJ5UDDV,Volkswagen,Golf,2025,2,6,Silver,5504,available,2025-08-14 12:39:07
7737,HU007736,YHMP3UNZ1A9HF24W8,Ford,Mustang Convertible,2015,8,15,Green,203745,retired,2023-12-25 12:39:07
7738,TI007737,Y0K3H8TDP1KM24FCK,Chevrolet,Impala,2019,4,8,Blue,45491,maintenance,2025-08-11 12:39:07
7739,HT007738,VMVW57NCJ05TXF3LV,Toyota,Corolla,2015,2,38,Green,187413,available,2023-10-03 12:39:07
7740,UB007739,GX9LURYK3N9PJ62N6,Toyota,Avalon,2019,4,25,Beige,129216,available,2024-10-04 12:39:07
7741,TU007740,ZRRHJK2XECXFZBSHS,Chevrolet,Impala,2024,4,33,Blue,39588,available,2022-10-03 12:39:07
7742,DF007741,DF4JNY0487FYF611Y,Ford,Taurus,2024,4,51,Green,42797,available,2023-08-13 12:39:07
7743,MK007742,HN5EJ60GU2CZ6NNU7,Toyota,Yaris,2020,1,16,White,129051,retired,2022-04-11 12:39:07
7744,KZ007743,1JTJF8LS31H0XCNF9,Audi,A6,2023,6,45,Gray,32456,retired,2023-03-04 12:39:07
7745,AM007744,KR3GW1THA0G7FZDTV,Chevrolet,Impala,2024,4,58,Black,26422,rented,2021-07-09 12:39:07
7746,NF007745,57RUTAW5A8HEYCX80,Ford,Transit,2025,7,4,Green,19006,rented,2022-08-03 12:39:07
7747,HC007746,GLJXMS0WJDRCPYYYR,Jaguar,XF,2022,6,37,Black,10462,retired,2025-06-02 12:39:07
7748,PP007747,AVP4GBU8NXRW88EEF,Toyota,Avalon,2024,4,49,Beige,1439,rented,2025-04-15 12:39:07
7749,BL007748,G5NHK7F5FADUWY6GR,BMW,X5,2025,5,48,Blue,18622,rented,2024-03-09 12:39:07
7750,MB007749,72CPX7UNWSMLNJ896,Toyota,Camry,2017,3,50,Beige,33360,rented,2024-10-10 12:39:07
7751,UJ007750,9U8082YV6VRK87BDM,Volkswagen,Golf,2019,2,54,Gray,34885,maintenance,2023-06-04 12:39:07
7752,VD007751,JX8CXJANF1DAVSF5U,Mercedes-Benz,E-Class,2021,6,49,Silver,12898,rented,2025-12-09 12:39:07
7753,XH007752,PJ1LEMA9JN885T4HH,BMW,5 Series,2016,6,71,Red,43870,retired,2024-12-24 12:39:07
7754,LD007753,SRAVH3WBTGDSHMKZM,Ford,Taurus,2019,4,45,Gray,64545,available,2023-10-03 12:39:07
7755,ZX007754,FKNDME4RWJXWTFR9A,Fiat,500,2020,1,53,Red,119979,available,2025-08-21 12:39:07
7756,NC007755,9Z0AKF6XUSWSLUN9A,Honda,CR-V,2017,5,50,Blue,41807,available,2026-05-17 12:39:07
7757,HW007756,A3DJSMTW07M0DPNRY,Chrysler,300,2021,4,45,Black,79826,available,2023-06-01 12:39:07
7758,MD007757,E5P9697VLDR4JNH7Z,Volkswagen,Golf,2015,2,8,Blue,116633,available,2024-03-08 12:39:07
7759,FN007758,LPARC5LDW2RB399DE,Ford,Focus,2019,2,35,Blue,106456,maintenance,2026-02-02 12:39:07
7760,LO007759,HCJYGBA6JBVWT3NX8,Ford,Mustang Convertible,2017,8,50,Beige,165653,available,2024-06-17 12:39:07
7761,NY007760,3ND7JPGYX6FDAUH7J,Renault,Trafic,2015,7,73,Silver,187949,retired,2025-05-13 12:39:07
7762,XT007761,RU95MZUCSKRU5P8AZ,Honda,Accord,2022,3,80,Beige,10585,rented,2023-10-18 12:39:07
7763,ZT007762,4KT9Y5TDPYNFXVDTT,Ford,Mondeo,2021,3,74,Beige,46903,rented,2023-03-13 12:39:07
7764,XK007763,BADR2BWDGA34WYM6S,Kia,Picanto,2017,1,14,Blue,98994,available,2024-04-11 12:39:07
7765,WH007764,9G09ARXACY0BTJCL6,Chrysler,300,2019,4,60,Blue,102817,rented,2024-01-19 12:39:07
7766,DG007765,BJD713CCWAE6HLDYK,Honda,Civic,2016,2,64,Gray,117101,available,2023-04-29 12:39:07
7767,OD007766,GH693DWPAEBL1RAMV,Kia,Picanto,2023,1,68,Blue,48160,available,2025-12-08 12:39:07
7768,VM007767,S8RNG3MRDJM66H6C6,Ford,Focus,2021,2,38,Gray,72638,rented,2023-07-24 12:39:07
7769,VU007768,FNH8V4MRTHM13WJ67,Audi,A5 Cabriolet,2018,8,1,Black,6940,retired,2022-03-31 12:39:07
7770,JC007769,BZSYG7V4LSA22G1ZJ,Fiat,500,2021,1,54,Blue,26947,rented,2021-09-15 12:39:07
7771,ER007770,8PAXUJ21RT3LMKV94,Mercedes-Benz,E-Class,2020,6,22,Red,46927,available,2024-12-09 12:39:07
7772,BA007771,R4GC4GVN51FH4BH5R,Ford,Mustang Convertible,2022,8,20,White,16871,rented,2024-05-16 12:39:07
7773,LU007772,7KHFD4UDNUFBJVATY,Mercedes-Benz,Vito,2022,7,49,Red,25758,rented,2022-08-15 12:39:07
7774,ZR007773,UT8Z9AJ9FT0MXAZRW,BMW,Z4,2022,8,45,Red,46650,available,2024-08-03 12:39:07
7775,RI007774,RGE74N3P8XFHTX0SK,BMW,X5,2018,5,67,Green,133336,available,2025-10-11 12:39:07
7776,AG007775,4KPPN8TVKARDS3CAW,Toyota,Corolla,2019,2,22,Green,37279,available,2022-09-23 12:39:07
7777,YL007776,2RVTHU27V694A0A8D,Mazda,3,2019,2,24,Red,143382,maintenance,2025-05-29 12:39:07
7778,XW007777,501PV4XUS6KEM13A1,Ford,Mustang Convertible,2020,8,31,Silver,17808,available,2023-01-31 12:39:07
7779,PM007778,AXHGYV486GT1JUDB0,Lexus,ES,2021,6,34,White,104759,rented,2025-06-01 12:39:07
7780,VE007779,TVH9UPX88NSYDLTRX,Ford,Focus,2018,2,61,Gray,8133,available,2025-04-01 12:39:07
7781,RQ007780,UR2VGH4LDTHKGXWSU,Ford,Taurus,2019,4,67,Blue,149447,available,2023-01-05 12:39:07
7782,BQ007781,49TRTE73MVNECC0EH,Mazda,MX-5,2022,8,57,Gray,40914,available,2024-02-09 12:39:07
7783,ZO007782,0ENXGS209N1B3MZ8R,Jaguar,XF,2017,6,76,Beige,75325,available,2026-01-10 12:39:07
7784,SH007783,SJMUGRUS44RL793UM,Mercedes-Benz,E-Class,2019,6,24,Silver,31977,retired,2022-01-14 12:39:07
7785,LZ007784,6GS237GJER63SS8K7,Mazda,3,2019,2,29,Blue,94488,rented,2023-10-14 12:39:07
7786,AQ007785,HJWDHS0HMU93XHS3L,Fiat,500,2024,1,32,Blue,3690,available,2024-09-14 12:39:07
7787,AG007786,623L220823V6B23V7,Audi,A5 Cabriolet,2023,8,15,Silver,49416,available,2024-06-04 12:39:07
7788,AL007787,9TLAF8L347ATG79XK,Chrysler,300,2015,4,1,Gray,50746,maintenance,2026-03-19 12:39:07
7789,XN007788,EC8BS3TA1G1LK4CK6,Ford,Explorer,2024,5,29,Beige,13267,rented,2025-08-21 12:39:07
7790,IM007789,6E4N0741MWWV2H9E3,Hyundai,i10,2021,1,35,Black,92850,retired,2025-09-09 12:39:07
7791,VJ007790,FHJHSW5P1L0V50YPX,Ford,Taurus,2015,4,61,Silver,180455,rented,2023-06-22 12:39:07
7792,JD007791,0DT2DG3623PT99A2Y,Mercedes-Benz,Vito,2023,7,37,Beige,9625,rented,2021-12-20 12:39:07
7793,KG007792,EN887BR70XUDR9W1V,Ford,Mondeo,2025,3,78,Silver,11512,available,2024-10-20 12:39:07
7794,IW007793,JLTTPME55BLLUKEPH,Toyota,RAV4,2023,5,34,Blue,23584,available,2022-08-23 12:39:07
7795,FY007794,VN7YUB0CBSRT3UEGK,Jaguar,XF,2018,6,37,Gray,175715,available,2025-05-05 12:39:07
7796,YJ007795,XF6P902TDLK9E3KG8,Volkswagen,Passat,2015,3,71,Red,64750,available,2024-08-02 12:39:07
7797,GZ007796,KTGAG2W80MDS8L8T5,Ford,Taurus,2024,4,46,Red,22961,rented,2026-01-04 12:39:07
7798,DM007797,G8F8B16S0U453E0E7,BMW,5 Series,2016,6,48,Green,167952,rented,2023-01-31 12:39:07
7799,SE007798,W1BYCYXHAAWV55JWP,Hyundai,i10,2025,1,9,Silver,7466,available,2024-01-11 12:39:07
7800,TT007799,UCLHNH93Z62BGBS7Y,Renault,Trafic,2019,7,71,White,48383,available,2022-07-07 12:39:07
7801,FC007800,15LHELJBZTM78PH8C,Honda,Civic,2023,2,34,Green,34386,available,2023-11-27 12:39:07
7802,MR007801,VMY2Z5KYLM74RNJKN,Toyota,Camry,2021,3,76,Blue,25587,available,2026-02-10 12:39:07
7803,EL007802,HBD6UC991N9JUPJXP,Ford,Transit,2016,7,72,Beige,122366,rented,2024-10-12 12:39:07
7804,NI007803,8UJ2LUA4E60NJ375T,BMW,Z4,2017,8,51,Gray,161656,rented,2024-02-13 12:39:07
7805,NF007804,VVS02CZLNJ4XZFRR6,Volkswagen,up!,2015,1,60,White,190526,retired,2024-01-31 12:39:07
7806,FJ007805,D383S0WNLHZ3CHAME,Volkswagen,up!,2018,1,78,Gray,35116,retired,2021-12-05 12:39:07
7807,DB007806,EBABZF7GZVWJDBFL6,Honda,Civic,2019,2,59,Blue,29322,available,2025-03-09 12:39:07
7808,JK007807,3LX8AKMZJM3LY87TP,Fiat,500,2019,1,68,Gray,33637,maintenance,2022-12-24 12:39:07
7809,EE007808,9P1S8BY56L5SF82HG,Chevrolet,Impala,2020,4,16,Beige,128382,available,2022-08-21 12:39:07
7810,MP007809,3D2T82C80ZLEBHVKA,Mazda,3,2020,2,11,Green,72609,available,2023-07-27 12:39:07
7811,JJ007810,FJW5N1RAE0YH4PC8S,Toyota,RAV4,2017,5,57,White,109796,available,2025-02-09 12:39:07
7812,ZI007811,CU50168R3LB9K5GNA,Ford,Transit,2016,7,16,Red,66982,available,2025-04-02 12:39:07
7813,WD007812,P4K1FT2PKNTK5YCFC,Toyota,Yaris,2020,1,21,Gray,29814,rented,2025-11-07 12:39:07
7814,OJ007813,1W59FNU9X8ATKRP8V,Mazda,MX-5,2021,8,51,Beige,59010,maintenance,2025-05-05 12:39:07
7815,PP007814,PNFCKTA3ACWNBG3ZF,Ford,Mustang Convertible,2024,8,5,Black,43317,maintenance,2024-07-04 12:39:07
7816,PB007815,PH86LVPF0GU86DUL8,Toyota,Camry,2019,3,9,Silver,17658,available,2023-04-28 12:39:07
7817,GK007816,WDB9X6MCWDAV1ERU2,Chrysler,300,2016,4,73,Silver,89608,available,2026-03-03 12:39:07
7818,DC007817,LFMPH3BZ416HSUW7P,Nissan,Rogue,2018,5,5,Silver,37413,retired,2023-04-07 12:39:07
7819,GP007818,36URCMST95EBG0F24,Mercedes-Benz,Vito,2015,7,63,White,160267,rented,2021-11-17 12:39:07
7820,YG007819,7YLKU75SNA8BW9KKV,Volkswagen,up!,2025,1,1,Beige,11316,maintenance,2024-02-22 12:39:07
7821,PJ007820,5K8DN0CPAHTRCFHP6,Ford,Taurus,2015,4,29,Black,154381,available,2023-08-22 12:39:07
7822,TA007821,H90G62F4M91KHCKWY,Lexus,ES,2017,6,50,Red,115890,maintenance,2024-03-29 12:39:07
7823,PG007822,LXCX1SLXU9AH198HZ,Toyota,Camry,2015,3,71,Red,14077,rented,2022-11-03 12:39:07
7824,IC007823,LZWCJK3SBLD22Y904,Ford,Transit,2021,7,42,Red,69981,available,2025-11-17 12:39:07
7825,XA007824,U357S800F9J8YA7M3,BMW,Z4,2021,8,27,Blue,93060,rented,2026-04-19 12:39:07
7826,VD007825,XMWXVK1AZNAJMTC3W,Volkswagen,up!,2022,1,15,Red,86419,available,2024-11-01 12:39:07
7827,OD007826,90Z3CATP2YTU471FF,Fiat,500,2016,1,26,Red,115787,maintenance,2021-12-05 12:39:07
7828,BN007827,DD342PSGRR48111AL,Ford,Mustang Convertible,2015,8,63,Black,8063,retired,2026-06-07 12:39:07
7829,BN007828,SLDD2G0JYYDPBCZR8,Toyota,Yaris,2016,1,40,Silver,56839,rented,2023-05-04 12:39:07
7830,UK007829,G6XMZX0CY1GYJHPXX,Jaguar,XF,2015,6,27,Green,123859,available,2022-07-19 12:39:07
7831,LI007830,9HWMXT2V4XHMXDXSP,Fiat,500,2022,1,18,Gray,20789,available,2022-10-03 12:39:07
7832,WF007831,UGJEJM4AW5N0D29DE,Ford,Mondeo,2021,3,35,White,93018,available,2022-11-18 12:39:07
7833,CP007832,54FYD2XM0NHJ72JLD,Ford,Taurus,2015,4,63,Gray,178785,rented,2023-01-17 12:39:07
7834,ZR007833,6160N6GUK7NK53LD5,BMW,Z4,2016,8,71,Blue,162301,available,2026-06-22 12:39:07
7835,ZK007834,XB3W15BZ24TVS4ULC,Lexus,ES,2025,6,55,Silver,9127,available,2026-03-23 12:39:07
7836,HP007835,JZ8AL0SL2HW34SFW5,Nissan,Rogue,2023,5,14,Red,7811,available,2024-10-03 12:39:07
7837,VR007836,V9GJY1NX4Y5TRSTUA,Ford,Mustang Convertible,2015,8,49,Gray,89229,rented,2024-09-17 12:39:07
7838,TC007837,3Z27Z4LRY4L85ZHD4,Ford,Explorer,2021,5,60,Blue,47065,retired,2024-09-14 12:39:07
7839,YB007838,6WT3PKB8KP895SYG2,Toyota,Yaris,2016,1,24,Red,98891,maintenance,2021-09-04 12:39:07
7840,XE007839,KY0GS775V4MCGGVWN,Ford,Explorer,2017,5,25,Red,94496,retired,2022-06-14 12:39:07
7841,WD007840,EUBJ6PEX7TBRY7VJJ,Volkswagen,Transporter,2020,7,58,Silver,98974,maintenance,2024-02-27 12:39:07
7842,AA007841,KDZ87T7ZH29PBDS18,Nissan,Rogue,2020,5,78,Beige,108208,available,2024-11-20 12:39:07
7843,ZZ007842,ZM18T0U0BFHAYTTV2,Mazda,MX-5,2016,8,56,Blue,90296,rented,2022-05-03 12:39:07
7844,BW007843,LXBK6R7656124WMSZ,Ford,Explorer,2019,5,21,Black,35223,maintenance,2025-04-15 12:39:07
7845,SW007844,AA350ZX6EW494B37D,Ford,Mustang Convertible,2022,8,27,Beige,54423,available,2026-05-16 12:39:07
7846,ZI007845,YCC9S8LVXKWAJPHYM,Hyundai,i10,2019,1,70,Blue,31215,available,2023-06-28 12:39:07
7847,SQ007846,AZA1R6RFGXHPL3PX3,Toyota,Corolla,2020,2,7,Silver,15467,available,2021-07-16 12:39:07
7848,MZ007847,9J4J7D1C0F0K2AHW3,Ford,Taurus,2018,4,12,White,70321,available,2024-04-27 12:39:07
7849,HE007848,UG2APN75CPT41Z2FA,Toyota,Avalon,2022,4,70,Silver,27159,available,2024-10-03 12:39:07
7850,YZ007849,YZLLPMNN64H8NPZJW,Toyota,Avalon,2022,4,44,Beige,56161,maintenance,2025-04-22 12:39:07
7851,IE007850,6S58BDKVMKB88NZ1Z,Volkswagen,Passat,2021,3,42,White,62752,available,2024-05-29 12:39:07
7852,MO007851,RM34WGNPH15DXGA5L,BMW,Z4,2022,8,8,Red,53863,rented,2021-08-02 12:39:07
7853,YV007852,GTLLH5HC7XP26ZCKK,BMW,5 Series,2025,6,35,Green,1252,rented,2022-11-03 12:39:07
7854,FS007853,0H9JDZZ2R0TMGJGY0,Ford,Focus,2025,2,57,Black,16702,available,2025-06-23 12:39:07
7855,PY007854,CZ90L9P9Y5XD697AN,Volkswagen,Golf,2017,2,40,Black,78120,retired,2024-11-22 12:39:07
7856,SY007855,V7PVUYL81U5ESGCPP,Volkswagen,Golf,2021,2,19,Red,17508,retired,2021-09-16 12:39:07
7857,WS007856,WBHUWM2L2FWZGTGUP,Honda,Accord,2015,3,34,Beige,158709,retired,2021-12-26 12:39:07
7858,WJ007857,TYWCF0ZPZUN6JR1UD,Toyota,Yaris,2025,1,37,Silver,17491,available,2025-11-18 12:39:07
7859,SM007858,WSK1VFE2WG4MPV355,Toyota,Yaris,2022,1,73,Red,47233,rented,2025-02-17 12:39:07
7860,KZ007859,TV1Y3MS32CTPV7GN8,Nissan,Rogue,2018,5,37,Blue,114317,available,2022-05-26 12:39:07
7861,BI007860,HCX8CCWD928WCZC2X,Renault,Trafic,2024,7,7,White,13086,available,2024-02-09 12:39:07
7862,PB007861,L6FFL4NZBK20R7HH1,Jeep,Grand Cherokee,2021,5,18,Green,59256,available,2022-05-10 12:39:07
7863,OY007862,46CEU70GCVUWH3LNB,BMW,Z4,2018,8,49,Silver,79742,retired,2022-12-27 12:39:07
7864,GT007863,W8R92PZEWU1CCB8L6,Ford,Focus,2019,2,13,Silver,66377,available,2026-04-20 12:39:07
7865,GA007864,RBG1VBWBGHC2KZ8B3,Mazda,MX-5,2016,8,34,Beige,197294,rented,2026-03-27 12:39:07
7866,PC007865,7JEXT67UKM66H3WHG,BMW,X5,2020,5,27,Silver,70838,available,2023-08-04 12:39:07
7867,IB007866,DMRSGR5ZBNR0AUZMN,Volkswagen,up!,2015,1,46,Black,36660,maintenance,2021-10-20 12:39:07
7868,BE007867,2358TZBD1MX9FRTUM,Jeep,Grand Cherokee,2021,5,65,Gray,8612,rented,2022-05-01 12:39:07
7869,VL007868,NU3XEWXM3BT96TH5F,Chrysler,300,2016,4,69,White,189983,rented,2023-04-06 12:39:07
7870,ND007869,5D53RBAUZ9PJLGBE5,Ford,Transit,2018,7,8,Green,39713,rented,2022-02-14 12:39:07
7871,KU007870,8XYCWWBDBM68FAWPD,Renault,Trafic,2016,7,44,Blue,181835,available,2025-04-01 12:39:07
7872,KW007871,L9BFML6MNH5NF8PYJ,Renault,Trafic,2022,7,68,Red,17972,retired,2022-07-23 12:39:07
7873,WR007872,75KUPCLV1C6627AFL,Jaguar,XF,2025,6,22,Gray,17567,rented,2023-01-06 12:39:07
7874,SI007873,BF2ABU175MAW8UCAV,Renault,Trafic,2022,7,40,Gray,51957,rented,2023-03-18 12:39:07
7875,UA007874,5G8E4UX78JSGKPB74,Ford,Mustang Convertible,2024,8,14,Black,35116,available,2025-04-20 12:39:07
7876,WD007875,W30523S2DVK36JLBF,Ford,Transit,2023,7,57,White,3631,available,2025-12-27 12:39:07
7877,JS007876,9DPPN0TTXZNW19DKZ,Fiat,500,2022,1,34,Beige,20358,rented,2022-05-23 12:39:07
7878,UD007877,2APM1MUJ9NMUR4XCL,Kia,Picanto,2016,1,29,White,216903,maintenance,2024-01-03 12:39:07
7879,IU007878,KSYWLYV0FR6V0AMYB,Chrysler,300,2020,4,17,Black,75836,rented,2022-09-28 12:39:07
7880,AT007879,STYLE3J33CKUG01BT,Renault,Trafic,2018,7,73,Red,58509,rented,2025-03-13 12:39:07
7881,PO007880,RV11EUYP3K296LA3Y,Jeep,Grand Cherokee,2025,5,33,Gray,9281,rented,2021-11-20 12:39:07
7882,KC007881,MYKCVVG588L468RDR,Chevrolet,Impala,2024,4,29,Blue,17412,rented,2025-05-06 12:39:07
7883,JD007882,YHGX6TB58BCATD4YN,Mazda,MX-5,2022,8,59,Silver,13385,available,2023-10-09 12:39:07
7884,MX007883,HXWLF0R6PNKXKY0NJ,Audi,A5 Cabriolet,2016,8,42,Silver,214740,available,2026-04-18 12:39:07
7885,WU007884,D998U3X5WV5BSY24T,Honda,CR-V,2025,5,23,Blue,19250,available,2025-11-02 12:39:07
7886,DO007885,APAEAEC4ZVD5GD55N,Honda,Accord,2018,3,43,Black,158194,available,2023-08-24 12:39:07
7887,JK007886,9DTZYCMPMLPN1B7D7,Nissan,Rogue,2024,5,8,Blue,36020,available,2023-10-26 12:39:07
7888,HI007887,SCDXN5VZ59SCWPXRW,Renault,Trafic,2019,7,36,White,103773,rented,2021-10-11 12:39:07
7889,GD007888,ZJJBDTX82GKW9F5H0,Ford,Taurus,2022,4,47,Red,10678,available,2023-09-18 12:39:07
7890,PO007889,XTSV01FSRMD4VUKUH,Mercedes-Benz,Vito,2017,7,38,Black,20336,rented,2024-06-08 12:39:07
7891,PL007890,H83LFX7Z11V9AG1VN,Fiat,500,2018,1,28,White,176013,maintenance,2022-05-19 12:39:07
7892,JW007891,VVHUAMC401E9K3WDY,Ford,Explorer,2015,5,66,Silver,202566,rented,2022-06-30 12:39:07
7893,VY007892,BRN9WX5F9EPAFSDHY,Honda,Civic,2025,2,62,White,19876,retired,2025-12-24 12:39:07
7894,ZP007893,M7HUC8UP6LFA1F7ZG,BMW,5 Series,2023,6,69,Blue,29849,rented,2024-08-14 12:39:07
7895,GZ007894,MMW0CZT6P0KAVL224,Chevrolet,Impala,2019,4,9,Gray,109802,available,2026-06-27 12:39:07
7896,VD007895,JTAC7XCR34415VBD4,Toyota,RAV4,2020,5,69,Beige,24146,retired,2025-11-07 12:39:07
7897,EL007896,1YU760A0UJRVFD8WD,Audi,A6,2015,6,37,Beige,6098,available,2023-12-29 12:39:07
7898,XC007897,UM0DTVJGNAWSB550S,Mazda,MX-5,2015,8,52,White,137187,rented,2024-03-20 12:39:07
7899,XS007898,B098XFFH108HNZ98R,Renault,Trafic,2019,7,36,Green,54472,rented,2022-08-06 12:39:07
7900,VW007899,VPKPY0DYN7XM4DVHG,Jeep,Grand Cherokee,2019,5,75,Beige,73989,rented,2023-02-17 12:39:07
7901,AQ007900,H2HMAK2FM999AVZZ7,Ford,Transit,2020,7,2,Beige,68263,available,2025-12-06 12:39:07
7902,ZW007901,NZEEW6YP7M93E5LZH,Honda,CR-V,2021,5,38,Beige,91523,retired,2022-07-28 12:39:07
7903,UM007902,K4MBC9PBJ3801DMVR,Volkswagen,Transporter,2021,7,79,White,53389,available,2024-02-22 12:39:07
7904,DL007903,E8J20KHRPWJCJVY22,BMW,X5,2025,5,47,Silver,6473,rented,2024-07-23 12:39:07
7905,EU007904,5H6GJXSG653LD9TF3,Jaguar,XF,2023,6,31,Black,21928,available,2021-07-22 12:39:07
7906,YX007905,G2K7ZDJYAHKEW6GNY,Jeep,Grand Cherokee,2023,5,2,White,1674,available,2023-04-02 12:39:07
7907,MJ007906,S1XUYKX92NYRCPYBC,Volkswagen,Golf,2017,2,24,Black,66686,available,2022-12-15 12:39:07
7908,XL007907,7UCAJANM944J6M6RG,Ford,Focus,2025,2,76,Black,17972,rented,2024-05-05 12:39:07
7909,WY007908,43272U1SJGPUJU7JD,Jaguar,XF,2020,6,74,Blue,20572,maintenance,2025-07-19 12:39:07
7910,BX007909,U4MXJ5E0N79ZAC5JF,Nissan,Altima,2015,3,51,Black,19856,rented,2023-05-08 12:39:07
7911,YK007910,8PEGXW4993GNBRCFV,Volkswagen,Transporter,2017,7,41,Silver,83444,maintenance,2021-07-03 12:39:07
7912,CC007911,ZUBHXN4PLZPC3GNRJ,Mazda,3,2025,2,1,Green,11281,available,2021-11-17 12:39:07
7913,UO007912,F9DR3BXV5F7ZX3YT9,Mercedes-Benz,Vito,2022,7,10,Blue,46831,available,2021-08-25 12:39:07
7914,YR007913,3UUD8EH25UL41BD4K,Toyota,Yaris,2019,1,31,Blue,140085,maintenance,2025-05-24 12:39:07
7915,PF007914,4W0FAXRUTXNHMNS5Z,Toyota,RAV4,2018,5,4,Beige,34916,retired,2022-03-03 12:39:07
7916,ZY007915,Z4XGW8DL9TCF2N6ZL,Fiat,500,2020,1,69,Gray,76699,maintenance,2021-08-27 12:39:07
7917,TL007916,JF4T3HNVDRES52YXB,Chrysler,300,2022,4,20,Beige,15657,available,2024-03-10 12:39:07
7918,VA007917,JGJKHV30DNU0W0HTK,Audi,A6,2020,6,41,White,90470,available,2022-05-26 12:39:07
7919,BG007918,0C9VKLLSV88TTBCVR,Kia,Picanto,2025,1,37,Silver,10804,retired,2023-12-05 12:39:07
7920,MU007919,46VKK4T7JPM8718C6,Mazda,MX-5,2024,8,51,White,46826,available,2025-07-01 12:39:07
7921,LF007920,XP2XM8HE8CJ5RRMXC,Kia,Picanto,2023,1,4,Black,9937,available,2022-12-17 12:39:07
7922,DV007921,TC461ZXPZRURLBRL7,Ford,Transit,2025,7,2,Gray,9700,maintenance,2025-01-22 12:39:07
7923,UE007922,BY77DMNAN337UMG2N,Hyundai,i10,2016,1,13,Black,75172,available,2024-03-12 12:39:07
7924,WJ007923,9CG1U12BPJGKLYWVZ,Honda,Civic,2025,2,46,Blue,20582,available,2024-10-07 12:39:07
7925,YU007924,UXES1BZ30TKSMHBGT,Nissan,Rogue,2023,5,70,Gray,59108,available,2022-12-02 12:39:07
7926,PF007925,5A4RZYR1XXCTHD812,Kia,Picanto,2022,1,3,Beige,88069,rented,2026-01-31 12:39:07
7927,NV007926,BSR9K67YAR14NAV1R,Kia,Picanto,2025,1,5,White,23026,maintenance,2026-05-24 12:39:07
7928,DM007927,0WHYXXHCWLCAJGL02,Jaguar,XF,2023,6,55,Red,38060,retired,2026-04-24 12:39:07
7929,EJ007928,U8TFZHMUKHSTUCL0T,Nissan,Altima,2017,3,68,White,12419,available,2024-11-05 12:39:07
7930,WG007929,GJABM5366FU0TUM6J,Volkswagen,up!,2018,1,21,White,166990,rented,2023-07-17 12:39:07
7931,WP007930,C4BKUM6JAEFW6TSPP,Ford,Taurus,2020,4,32,Red,34997,maintenance,2024-07-25 12:39:07
7932,II007931,WXZ6FBJB1PBR5R8AX,Mercedes-Benz,Vito,2018,7,7,White,51149,available,2024-03-24 12:39:07
7933,GC007932,5PLEVGMFCDM2P5XT2,Audi,A6,2019,6,13,Beige,22853,rented,2022-07-20 12:39:07
7934,NM007933,Z9SFDDSCC7KMXUUF5,Volkswagen,Golf,2019,2,13,Silver,119597,rented,2022-06-07 12:39:07
7935,MQ007934,K62XTKV03JS6WNGZA,Volkswagen,up!,2015,1,49,Black,140415,rented,2022-09-20 12:39:07
7936,SQ007935,WHCW0LCTPPGVVFBFL,Volkswagen,Golf,2015,2,47,Red,45626,rented,2021-08-29 12:39:07
7937,LL007936,D8THYD3NW00Z5LCLV,Volkswagen,Passat,2019,3,41,Gray,87641,retired,2021-10-11 12:39:07
7938,KV007937,EV82DUKY55C9RWD8M,Renault,Trafic,2015,7,27,Gray,128844,available,2021-08-22 12:39:07
7939,MT007938,E1Z0G8BK1LYG3YNPX,Chevrolet,Impala,2021,4,40,White,98749,available,2022-06-06 12:39:07
7940,FF007939,66WCAZYZ89HHVSXHW,BMW,Z4,2016,8,74,Blue,187532,available,2025-07-04 12:39:07
7941,IF007940,93ZTVFZA3Z6U9R76D,Mazda,MX-5,2019,8,33,Green,16201,rented,2023-05-07 12:39:07
7942,GF007941,EB1YL5SZ9N41MZGUL,Ford,Mondeo,2017,3,32,Gray,172397,available,2025-09-07 12:39:07
7943,IB007942,BMLMZCBDM2Y495GHN,Volkswagen,Golf,2024,2,43,Black,10330,rented,2024-03-28 12:39:07
7944,YN007943,4S1904DKKHZHVPRLN,Toyota,RAV4,2016,5,74,Gray,124130,retired,2022-02-24 12:39:07
7945,MC007944,WTXSVV2DAAD6AK1H3,Kia,Picanto,2021,1,34,Beige,71105,available,2025-06-14 12:39:07
7946,YI007945,J1JYRK824BDWAMEF1,Audi,A5 Cabriolet,2018,8,58,Red,89097,available,2021-10-19 12:39:07
7947,LT007946,4NJS33EBNYX1UADJ3,Fiat,500,2024,1,5,Red,44799,retired,2022-03-21 12:39:07
7948,JA007947,BPZY186EAUGG031HN,Chevrolet,Impala,2021,4,1,Gray,52150,maintenance,2023-10-26 12:39:07
7949,KQ007948,FH15NTAXAC4NATC3M,Renault,Trafic,2021,7,13,Silver,25463,available,2023-10-18 12:39:07
7950,YN007949,A3ZHDRETD9PPCNLA1,Chevrolet,Impala,2018,4,36,Beige,84287,available,2021-08-17 12:39:07
7951,DN007950,W37D39LF6SPR1TPUY,Mercedes-Benz,Vito,2023,7,20,Blue,44979,maintenance,2023-01-08 12:39:07
7952,CL007951,4P83625W4S49R7ZS1,Volkswagen,Passat,2015,3,7,White,104957,retired,2022-11-13 12:39:07
7953,QK007952,8YYY6ZUJVHNALFSLL,Volkswagen,Transporter,2019,7,47,Green,137414,available,2023-11-24 12:39:07
