id,car_id,policy_number,insurer_name,start_date,end_date,coverage_amount
9074,9074,POL-0009074-2025,Generali,2025-06-01,2026-06-01,86000
9075,9075,POL-0009075-2025,MAPFRE,2025-03-05,2026-03-05,98000
9076,9076,POL-0009076-2025,StateFarm,2025-05-08,2026-05-08,69000
9077,9077,POL-0009077-2025,Progressive,2025-01-08,2026-01-08,57000
9078,9078,POL-0009078-2025,MAPFRE,2025-06-12,2026-06-12,28000
9079,9079,POL-0009079-2025,Liberty Mutual,2025-02-03,2026-02-03,71000
9080,9080,POL-0009080-2025,Generali,2025-04-13,2026-04-13,25000
9081,9081,POL-0009081-2025,Allianz,2025-01-29,2026-01-29,86000
9082,9082,POL-0009082-2025,AXA,2025-05-12,2026-05-12,95000
9083,9083,POL-0009083-2025,Allianz,2025-06-06,2026-06-06,91000
9084,9084,POL-0009084-2025,Allianz,2025-03-31,2026-03-31,62000
9085,9085,POL-0009085-2025,Generali,2025-02-03,2026-02-03,23000
9086,9086,POL-0009086-2025,Progressive,2025-01-01,2026-01-01,84000
9087,9087,POL-0009087-2025,Zurich,2025-03-06,2026-03-06,58000
9088,9088,POL-0009088-2025,Progressive,2025-06-17,2026-06-17,20000
9089,9089,POL-0009089-2025,Allianz,2025-06-09,2026-06-09,33000
9090,9090,POL-0009090-2025,AXA,2025-06-11,2026-06-11,37000
9091,9091,POL-0009091-2025,Zurich,2025-04-30,2026-04-30,44000
9092,9092,POL-0009092-2025,Geico,2025-06-09,2026-06-09,83000
9093,9093,POL-0009093-2025,Generali,2025-05-22,2026-05-22,47000
9094,9094,POL-0009094-2025,StateFarm,2025-03-28,2026-03-28,59000
9095,9095,POL-0009095-2025,Geico,2025-06-02,2026-06-02,94000
9096,9096,POL-0009096-2025,StateFarm,2025-01-17,2026-01-17,22000
9097,9097,POL-0009097-2025,Progressive,2025-01-10,2026-01-10,69000
9098,9098,POL-0009098-2025,Generali,2025-05-19,2026-05-19,26000
9099,9099,POL-0009099-2025,Aviva,2025-02-16,2026-02-16,88000
9100,9100,POL-0009100-2025,Aviva,2025-01-05,2026-01-05,35000
9101,9101,POL-0009101-2025,Liberty Mutual,2025-05-09,2026-05-09,57000
9102,9102,POL-0009102-2024,Aviva,2024-12-25,2025-12-25,69000
9103,9103,POL-0009103-2025,Progressive,2025-05-15,2026-05-15,79000
9104,9104,POL-0009104-2025,Generali,2025-01-23,2026-01-23,25000
9105,9105,POL-0009105-2025,Liberty Mutual,2025-06-28,2026-06-28,86000
9106,9106,POL-0009106-2025,AXA,2025-05-14,2026-05-14,76000
9107,9107,POL-0009107-2025,StateFarm,2025-01-03,2026-01-03,21000
9108,9108,POL-0009108-2025,Geico,2025-06-18,2026-06-18,87000
9109,9109,POL-0009109-2025,Zurich,2025-03-24,2026-03-24,38000
9110,9110,POL-0009110-2025,Liberty Mutual,2025-01-20,2026-01-20,99000
9111,9111,POL-0009111-2025,Progressive,2025-06-13,2026-06-13,52000
9112,9112,POL-0009112-2025,StateFarm,2025-03-01,2026-03-01,81000
9113,9113,POL-0009113-2025,MAPFRE,2025-04-25,2026-04-25,41000
9114,9114,POL-0009114-2025,Generali,2025-03-01,2026-03-01,42000
9115,9115,POL-0009115-2025,Allianz,2025-02-03,2026-02-03,71000
9116,9116,POL-0009116-2025,Aviva,2025-01-20,2026-01-20,42000
9117,9117,POL-0009117-2025,MAPFRE,2025-02-11,2026-02-11,26000
9118,9118,POL-0009118-2025,Liberty Mutual,2025-01-19,2026-01-19,92000
9119,9119,POL-0009119-2025,Generali,2025-01-23,2026-01-23,27000
9120,9120,POL-0009120-2025,AXA,2025-05-02,2026-05-02,34000
9121,9121,POL-0009121-2025,AXA,2025-01-06,2026-01-06,24000
9122,9122,POL-0009122-2025,Liberty Mutual,2025-03-26,2026-03-26,97000
9123,9123,POL-0009123-2025,StateFarm,2025-01-16,2026-01-16,56000
9124,9124,POL-0009124-2025,AXA,2025-02-21,2026-02-21,93000
9125,9125,POL-0009125-2025,Aviva,2025-06-20,2026-06-20,75000
9126,9126,POL-0009126-2025,Allianz,2025-03-11,2026-03-11,85000
9127,9127,POL-0009127-2025,AXA,2025-05-29,2026-05-29,75000
9128,9128,POL-0009128-2025,Aviva,2025-04-22,2026-04-22,80000
9129,9129,POL-0009129-2025,Generali,2025-05-27,2026-05-27,25000
9130,9130,POL-0009130-2025,Generali,2025-05-17,2026-05-17,48000
9131,9131,POL-0009131-2025,AXA,2025-06-16,2026-06-16,93000
9132,9132,POL-0009132-2025,Allianz,2025-04-30,2026-04-30,25000
9133,9133,POL-0009133-2025,MAPFRE,2025-06-19,2026-06-19,87000
9134,9134,POL-0009134-2025,Progressive,2025-04-11,2026-04-11,64000
9135,9135,POL-0009135-2025,Zurich,2025-01-29,2026-01-29,93000
9136,9136,POL-0009136-2025,Allianz,2025-04-30,2026-04-30,23000
9137,9137,POL-0009137-2025,AXA,2025-02-26,2026-02-26,88000
9138,9138,POL-0009138-2025,StateFarm,2025-05-03,2026-05-03,92000
9139,9139,POL-0009139-2025,MAPFRE,2025-03-09,2026-03-09,30000
9140,9140,POL-0009140-2025,Progressive,2025-02-01,2026-02-01,90000
9141,9141,POL-0009141-2025,StateFarm,2025-01-14,2026-01-14,99000
9142,9142,POL-0009142-2025,MAPFRE,2025-02-18,2026-02-18,91000
9143,9143,POL-0009143-2025,StateFarm,2025-03-11,2026-03-11,22000
9144,9144,POL-0009144-2025,Allianz,2025-06-07,2026-06-07,56000
9145,9145,POL-0009145-2025,Aviva,2025-05-05,2026-05-05,79000
9146,9146,POL-0009146-2025,Progressive,2025-05-05,2026-05-05,86000
9147,9147,POL-0009147-2024,StateFarm,2024-12-25,2025-12-25,53000
9148,9148,POL-0009148-2025,Progressive,2025-04-25,2026-04-25,80000
9149,9149,POL-0009149-2025,Zurich,2025-03-09,2026-03-09,39000
9150,9150,POL-0009150-2025,Liberty Mutual,2025-04-16,2026-04-16,86000
9151,9151,POL-0009151-2025,StateFarm,2025-04-20,2026-04-20,50000
9152,9152,POL-0009152-2025,Allianz,2025-05-21,2026-05-21,34000
9153,9153,POL-0009153-2024,Allianz,2024-12-21,2025-12-21,27000
9154,9154,POL-0009154-2025,AXA,2025-06-18,2026-06-18,55000
9155,9155,POL-0009155-2025,MAPFRE,2025-01-22,2026-01-22,78000
9156,9156,POL-0009156-2025,Liberty Mutual,2025-06-23,2026-06-23,34000
9157,9157,POL-0009157-2025,Liberty Mutual,2025-06-04,2026-06-04,95000
9158,9158,POL-0009158-2025,Generali,2025-05-01,2026-05-01,23000
9159,9159,POL-0009159-2025,Aviva,2025-02-11,2026-02-11,21000
9160,9160,POL-0009160-2024,Progressive,2024-12-30,2025-12-30,70000
9161,9161,POL-0009161-2024,AXA,2024-12-13,2025-12-13,54000
9162,9162,POL-0009162-2025,MAPFRE,2025-04-10,2026-04-10,52000
9163,9163,POL-0009163-2025,MAPFRE,2025-01-20,2026-01-20,52000
9164,9164,POL-0009164-2025,Generali,2025-01-05,2026-01-05,57000
9165,9165,POL-0009165-2025,Progressive,2025-02-17,2026-02-17,59000
9166,9166,POL-0009166-2025,Progressive,2025-05-03,2026-05-03,56000
9167,9167,POL-0009167-2025,Liberty Mutual,2025-02-14,2026-02-14,56000
9168,9168,POL-0009168-2025,AXA,2025-02-14,2026-02-14,21000
9169,9169,POL-0009169-2025,MAPFRE,2025-01-04,2026-01-04,87000
9170,9170,POL-0009170-2025,StateFarm,2025-04-05,2026-04-05,31000
9171,9171,POL-0009171-2025,MAPFRE,2025-05-29,2026-05-29,88000
9172,9172,POL-0009172-2025,MAPFRE,2025-03-23,2026-03-23,79000
9173,9173,POL-0009173-2025,Liberty Mutual,2025-04-25,2026-04-25,52000
9174,9174,POL-0009174-2024,Geico,2024-12-17,2025-12-17,28000
9175,9175,POL-0009175-2025,StateFarm,2025-05-23,2026-05-23,86000
9176,9176,POL-0009176-2025,Allianz,2025-06-17,2026-06-17,45000
9177,9177,POL-0009177-2025,AXA,2025-04-09,2026-04-09,97000
9178,9178,POL-0009178-2025,Generali,2025-01-03,2026-01-03,61000
9179,9179,POL-0009179-2025,MAPFRE,2025-03-22,2026-03-22,35000
9180,9180,POL-0009180-2025,Zurich,2025-01-18,2026-01-18,52000
9181,9181,POL-0009181-2025,Generali,2025-05-18,2026-05-18,67000
9182,9182,POL-0009182-2025,Zurich,2025-06-04,2026-06-04,69000
9183,9183,POL-0009183-2025,Progressive,2025-04-17,2026-04-17,25000
9184,9184,POL-0009184-2025,Allianz,2025-02-13,2026-02-13,45000
9185,9185,POL-0009185-2025,Geico,2025-03-18,2026-03-18,99000
9186,9186,POL-0009186-2025,Allianz,2025-03-21,2026-03-21,57000
9187,9187,POL-0009187-2025,Aviva,2025-03-05,2026-03-05,47000
9188,9188,POL-0009188-2025,Liberty Mutual,2025-06-28,2026-06-28,80000
9189,9189,POL-0009189-2025,Liberty Mutual,2025-05-25,2026-05-25,39000
9190,9190,POL-0009190-2025,Aviva,2025-03-06,2026-03-06,92000
9191,9191,POL-0009191-2025,AXA,2025-02-19,2026-02-19,43000
9192,9192,POL-0009192-2025,Aviva,2025-05-31,2026-05-31,56000
9193,9193,POL-0009193-2025,Geico,2025-04-17,2026-04-17,76000
9194,9194,POL-0009194-2025,Aviva,2025-04-03,2026-04-03,66000
9195,9195,POL-0009195-2025,MAPFRE,2025-05-16,2026-05-16,51000
9196,9196,POL-0009196-2025,StateFarm,2025-02-28,2026-02-28,93000
9197,9197,POL-0009197-2025,Aviva,2025-03-10,2026-03-10,64000
9198,9198,POL-0009198-2025,MAPFRE,2025-05-31,2026-05-31,71000
9199,9199,POL-0009199-2025,Liberty Mutual,2025-01-08,2026-01-08,36000
9200,9200,POL-0009200-2025,Aviva,2025-04-03,2026-04-03,38000
9201,9201,POL-0009201-2025,Aviva,2025-03-31,2026-03-31,53000
9202,9202,POL-0009202-2025,StateFarm,2025-01-13,2026-01-13,81000
9203,9203,POL-0009203-2025,Progressive,2025-04-10,2026-04-10,70000
9204,9204,POL-0009204-2025,Progressive,2025-04-22,2026-04-22,23000
9205,9205,POL-0009205-2025,Allianz,2025-06-06,2026-06-06,44000
9206,9206,POL-0009206-2025,StateFarm,2025-02-17,2026-02-17,53000
9207,9207,POL-0009207-2025,Zurich,2025-01-18,2026-01-18,38000
9208,9208,POL-0009208-2025,Geico,2025-05-19,2026-05-19,35000
9209,9209,POL-0009209-2025,Allianz,2025-06-14,2026-06-14,20000
9210,9210,POL-0009210-2025,StateFarm,2025-01-04,2026-01-04,95000
9211,9211,POL-0009211-2025,Generali,2025-05-15,2026-05-15,48000
9212,9212,POL-0009212-2025,Progressive,2025-03-08,2026-03-08,24000
9213,9213,POL-0009213-2025,AXA,2025-01-18,2026-01-18,86000
9214,9214,POL-0009214-2025,MAPFRE,2025-04-20,2026-04-20,61000
9215,9215,POL-0009215-2025,Liberty Mutual,2025-01-01,2026-01-01,84000
9216,9216,POL-0009216-2025,Allianz,2025-03-07,2026-03-07,55000
9217,9217,POL-0009217-2025,AXA,2025-05-02,2026-05-02,92000
9218,9218,POL-0009218-2025,Allianz,2025-06-08,2026-06-08,67000
9219,9219,POL-0009219-2025,AXA,2025-05-13,2026-05-13,60000
9220,9220,POL-0009220-2024,Zurich,2024-12-30,2025-12-30,94000
9221,9221,POL-0009221-2025,StateFarm,2025-03-20,2026-03-20,33000
9222,9222,POL-0009222-2025,Generali,2025-06-04,2026-06-04,28000
9223,9223,POL-0009223-2025,Progressive,2025-01-10,2026-01-10,74000
9224,9224,POL-0009224-2025,MAPFRE,2025-05-23,2026-05-23,77000
9225,9225,POL-0009225-2025,Allianz,2025-04-06,2026-04-06,23000
9226,9226,POL-0009226-2025,Geico,2025-02-27,2026-02-27,46000
9227,9227,POL-0009227-2025,Allianz,2025-05-24,2026-05-24,39000
9228,9228,POL-0009228-2025,Progressive,2025-01-01,2026-01-01,24000
9229,9229,POL-0009229-2025,Progressive,2025-06-05,2026-06-05,28000
9230,9230,POL-0009230-2025,Generali,2025-01-22,2026-01-22,38000
9231,9231,POL-0009231-2025,Aviva,2025-03-16,2026-03-16,79000
9232,9232,POL-0009232-2025,Generali,2025-01-20,2026-01-20,21000
9233,9233,POL-0009233-2024,Generali,2024-12-25,2025-12-25,78000
9234,9234,POL-0009234-2025,StateFarm,2025-04-27,2026-04-27,56000
9235,9235,POL-0009235-2025,Allianz,2025-03-06,2026-03-06,29000
9236,9236,POL-0009236-2025,StateFarm,2025-04-08,2026-04-08,25000
9237,9237,POL-0009237-2025,MAPFRE,2025-06-09,2026-06-09,97000
9238,9238,POL-0009238-2025,Generali,2025-01-25,2026-01-25,82000
9239,9239,POL-0009239-2025,Allianz,2025-03-31,2026-03-31,52000
9240,9240,POL-0009240-2025,AXA,2025-06-04,2026-06-04,32000
9241,9241,POL-0009241-2025,Aviva,2025-04-25,2026-04-25,60000
9242,9242,POL-0009242-2025,MAPFRE,2025-06-23,2026-06-23,76000
9243,9243,POL-0009243-2025,AXA,2025-03-27,2026-03-27,91000
9244,9244,POL-0009244-2025,AXA,2025-06-17,2026-06-17,92000
9245,9245,POL-0009245-2025,Geico,2025-05-01,2026-05-01,76000
9246,9246,POL-0009246-2025,Zurich,2025-03-29,2026-03-29,42000
9247,9247,POL-0009247-2025,Aviva,2025-02-27,2026-02-27,92000
9248,9248,POL-0009248-2025,Generali,2025-02-20,2026-02-20,81000
9249,9249,POL-0009249-2025,Liberty Mutual,2025-03-19,2026-03-19,49000
9250,9250,POL-0009250-2025,StateFarm,2025-02-26,2026-02-26,44000
9251,9251,POL-0009251-2025,StateFarm,2025-03-30,2026-03-30,49000
9252,9252,POL-0009252-2025,Aviva,2025-05-24,2026-05-24,51000
9253,9253,POL-0009253-2025,MAPFRE,2025-03-06,2026-03-06,43000
9254,9254,POL-0009254-2025,Progressive,2025-04-09,2026-04-09,94000
9255,9255,POL-0009255-2024,MAPFRE,2024-12-29,2025-12-29,50000
9256,9256,POL-0009256-2025,Zurich,2025-01-13,2026-01-13,23000
9257,9257,POL-0009257-2025,AXA,2025-04-10,2026-04-10,71000
9258,9258,POL-0009258-2025,AXA,2025-02-07,2026-02-07,88000
9259,9259,POL-0009259-2025,Liberty Mutual,2025-02-17,2026-02-17,70000
9260,9260,POL-0009260-2025,Liberty Mutual,2025-01-03,2026-01-03,55000
9261,9261,POL-0009261-2024,Aviva,2024-12-25,2025-12-25,68000
9262,9262,POL-0009262-2025,Progressive,2025-03-18,2026-03-18,80000
9263,9263,POL-0009263-2025,Allianz,2025-02-02,2026-02-02,88000
9264,9264,POL-0009264-2025,AXA,2025-04-27,2026-04-27,28000
9265,9265,POL-0009265-2025,AXA,2025-04-02,2026-04-02,63000
9266,9266,POL-0009266-2024,Zurich,2024-12-12,2025-12-12,47000
9267,9267,POL-0009267-2025,Generali,2025-04-21,2026-04-21,36000
9268,9268,POL-0009268-2025,Generali,2025-02-02,2026-02-02,77000
9269,9269,POL-0009269-2024,Geico,2024-12-16,2025-12-16,91000
9270,9270,POL-0009270-2025,Liberty Mutual,2025-05-25,2026-05-25,34000
9271,9271,POL-0009271-2024,Allianz,2024-12-13,2025-12-13,86000
9272,9272,POL-0009272-2025,MAPFRE,2025-04-30,2026-04-30,63000
9273,9273,POL-0009273-2025,StateFarm,2025-06-09,2026-06-09,64000
9274,9274,POL-0009274-2025,Liberty Mutual,2025-04-02,2026-04-02,89000
9275,9275,POL-0009275-2025,Geico,2025-01-04,2026-01-04,61000
9276,9276,POL-0009276-2025,Generali,2025-06-10,2026-06-10,78000
9277,9277,POL-0009277-2025,Aviva,2025-04-23,2026-04-23,27000
9278,9278,POL-0009278-2025,Progressive,2025-06-06,2026-06-06,44000
9279,9279,POL-0009279-2025,MAPFRE,2025-03-20,2026-03-20,74000
9280,9280,POL-0009280-2025,Allianz,2025-04-23,2026-04-23,30000
9281,9281,POL-0009281-2025,AXA,2025-01-07,2026-01-07,51000
9282,9282,POL-0009282-2025,Progressive,2025-02-09,2026-02-09,88000
9283,9283,POL-0009283-2025,Geico,2025-01-05,2026-01-05,90000
9284,9284,POL-0009284-2025,Aviva,2025-02-08,2026-02-08,53000
9285,9285,POL-0009285-2025,Liberty Mutual,2025-02-25,2026-02-25,60000
9286,9286,POL-0009286-2025,StateFarm,2025-05-02,2026-05-02,85000
9287,9287,POL-0009287-2025,Zurich,2025-03-14,2026-03-14,25000
9288,9288,POL-0009288-2025,MAPFRE,2025-06-24,2026-06-24,75000
9289,9289,POL-0009289-2025,AXA,2025-05-20,2026-05-20,86000
9290,9290,POL-0009290-2025,Progressive,2025-04-25,2026-04-25,87000
9291,9291,POL-0009291-2025,AXA,2025-02-24,2026-02-24,82000
9292,9292,POL-0009292-2025,Zurich,2025-01-16,2026-01-16,89000
9293,9293,POL-0009293-2025,AXA,2025-04-25,2026-04-25,46000
9294,9294,POL-0009294-2025,Zurich,2025-01-11,2026-01-11,23000
9295,9295,POL-0009295-2025,Geico,2025-05-24,2026-05-24,86000
9296,9296,POL-0009296-2025,Liberty Mutual,2025-04-15,2026-04-15,47000
9297,9297,POL-0009297-2025,MAPFRE,2025-05-23,2026-05-23,49000
9298,9298,POL-0009298-2025,AXA,2025-05-01,2026-05-01,45000
9299,9299,POL-0009299-2025,Allianz,2025-02-01,2026-02-01,83000
9300,9300,POL-0009300-2025,Allianz,2025-03-17,2026-03-17,65000
9301,9301,POL-0009301-2025,StateFarm,2025-06-01,2026-06-01,59000
9302,9302,POL-0009302-2025,Aviva,2025-05-19,2026-05-19,25000
9303,9303,POL-0009303-2025,Geico,2025-01-14,2026-01-14,55000
9304,9304,POL-0009304-2025,Zurich,2025-01-16,2026-01-16,98000
9305,9305,POL-0009305-2025,Liberty Mutual,2025-06-21,2026-06-21,64000
9306,9306,POL-0009306-2025,Zurich,2025-05-18,2026-05-18,92000
9307,9307,POL-0009307-2025,Allianz,2025-02-08,2026-02-08,52000
9308,9308,POL-0009308-2025,MAPFRE,2025-06-11,2026-06-11,68000
9309,9309,POL-0009309-2025,AXA,2025-04-01,2026-04-01,41000
9310,9310,POL-0009310-2025,Generali,2025-03-12,2026-03-12,56000
9311,9311,POL-0009311-2024,MAPFRE,2024-12-20,2025-12-20,30000
9312,9312,POL-0009312-2025,Aviva,2025-03-02,2026-03-02,75000
9313,9313,POL-0009313-2025,Progressive,2025-06-08,2026-06-08,42000
9314,9314,POL-0009314-2025,Generali,2025-02-01,2026-02-01,59000
9315,9315,POL-0009315-2025,Geico,2025-03-14,2026-03-14,53000
9316,9316,POL-0009316-2025,Progressive,2025-04-23,2026-04-23,63000
9317,9317,POL-0009317-2025,Allianz,2025-04-26,2026-04-26,74000
9318,9318,POL-0009318-2025,Aviva,2025-03-05,2026-03-05,94000
9319,9319,POL-0009319-2025,StateFarm,2025-01-16,2026-01-16,86000
9320,9320,POL-0009320-2024,AXA,2024-12-25,2025-12-25,75000
9321,9321,POL-0009321-2025,Aviva,2025-06-20,2026-06-20,50000
9322,9322,POL-0009322-2025,Generali,2025-02-08,2026-02-08,88000
9323,9323,POL-0009323-2025,Geico,2025-04-22,2026-04-22,47000
9324,9324,POL-0009324-2025,MAPFRE,2025-01-02,2026-01-02,99000
9325,9325,POL-0009325-2025,Aviva,2025-04-12,2026-04-12,93000
9326,9326,POL-0009326-2025,Aviva,2025-02-15,2026-02-15,65000
9327,9327,POL-0009327-2025,Aviva,2025-06-05,2026-06-05,54000
9328,9328,POL-0009328-2025,AXA,2025-06-27,2026-06-27,35000
9329,9329,POL-0009329-2025,Geico,2025-04-15,2026-04-15,91000
9330,9330,POL-0009330-2025,Progressive,2025-02-14,2026-02-14,21000
9331,9331,POL-0009331-2025,Aviva,2025-06-04,2026-06-04,75000
9332,9332,POL-0009332-2025,Aviva,2025-06-05,2026-06-05,20000
9333,9333,POL-0009333-2025,Progressive,2025-03-21,2026-03-21,82000
9334,9334,POL-0009334-2025,Geico,2025-06-28,2026-06-28,34000
9335,9335,POL-0009335-2025,Progressive,2025-02-23,2026-02-23,57000
9336,9336,POL-0009336-2025,Liberty Mutual,2025-05-19,2026-05-19,63000
9337,9337,POL-0009337-2025,Geico,2025-01-06,2026-01-06,89000
9338,9338,POL-0009338-2024,AXA,2024-12-28,2025-12-28,46000
9339,9339,POL-0009339-2025,Geico,2025-06-08,2026-06-08,64000
9340,9340,POL-0009340-2025,StateFarm,2025-05-16,2026-05-16,85000
9341,9341,POL-0009341-2025,Allianz,2025-02-01,2026-02-01,29000
9342,9342,POL-0009342-2025,Allianz,2025-02-20,2026-02-20,86000
9343,9343,POL-0009343-2025,AXA,2025-06-03,2026-06-03,60000
9344,9344,POL-0009344-2025,Geico,2025-03-18,2026-03-18,87000
9345,9345,POL-0009345-2025,Progressive,2025-02-09,2026-02-09,71000
9346,9346,POL-0009346-2025,StateFarm,2025-01-17,2026-01-17,83000
9347,9347,POL-0009347-2025,Generali,2025-06-27,2026-06-27,75000
9348,9348,POL-0009348-2025,AXA,2025-05-31,2026-05-31,93000
9349,9349,POL-0009349-2025,MAPFRE,2025-05-28,2026-05-28,81000
9350,9350,POL-0009350-2025,StateFarm,2025-03-17,2026-03-17,58000
9351,9351,POL-0009351-2025,Liberty Mutual,2025-02-16,2026-02-16,36000
9352,9352,POL-0009352-2025,Allianz,2025-03-14,2026-03-14,94000
9353,9353,POL-0009353-2024,Liberty Mutual,2024-12-17,2025-12-17,35000
9354,9354,POL-0009354-2025,Liberty Mutual,2025-01-09,2026-01-09,21000
9355,9355,POL-0009355-2025,Generali,2025-05-07,2026-05-07,47000
9356,9356,POL-0009356-2025,Geico,2025-03-24,2026-03-24,76000
9357,9357,POL-0009357-2025,Zurich,2025-01-27,2026-01-27,86000
9358,9358,POL-0009358-2025,Generali,2025-04-02,2026-04-02,55000
9359,9359,POL-0009359-2025,StateFarm,2025-03-30,2026-03-30,48000
9360,9360,POL-0009360-2025,Zurich,2025-01-08,2026-01-08,23000
9361,9361,POL-0009361-2025,Liberty Mutual,2025-01-22,2026-01-22,57000
9362,9362,POL-0009362-2024,Geico,2024-12-13,2025-12-13,67000
9363,9363,POL-0009363-2024,StateFarm,2024-12-13,2025-12-13,93000
9364,9364,POL-0009364-2025,AXA,2025-05-31,2026-05-31,43000
9365,9365,POL-0009365-2025,Allianz,2025-01-17,2026-01-17,94000
9366,9366,POL-0009366-2025,StateFarm,2025-06-23,2026-06-23,98000
9367,9367,POL-0009367-2025,Geico,2025-02-08,2026-02-08,59000
9368,9368,POL-0009368-2025,Geico,2025-04-03,2026-04-03,25000
9369,9369,POL-0009369-2025,Aviva,2025-02-12,2026-02-12,44000
9370,9370,POL-0009370-2025,StateFarm,2025-01-21,2026-01-21,20000
9371,9371,POL-0009371-2025,MAPFRE,2025-03-08,2026-03-08,40000
9372,9372,POL-0009372-2025,MAPFRE,2025-03-08,2026-03-08,51000
9373,9373,POL-0009373-2025,Aviva,2025-04-19,2026-04-19,29000
9374,9374,POL-0009374-2024,Aviva,2024-12-12,2025-12-12,63000
9375,9375,POL-0009375-2025,Generali,2025-03-12,2026-03-12,32000
9376,9376,POL-0009376-2025,Liberty Mutual,2025-06-08,2026-06-08,56000
9377,9377,POL-0009377-2025,Zurich,2025-04-02,2026-04-02,91000
9378,9378,POL-0009378-2025,Progressive,2025-06-14,2026-06-14,40000
9379,9379,POL-0009379-2025,Allianz,2025-04-21,2026-04-21,47000
9380,9380,POL-0009380-2025,Zurich,2025-01-15,2026-01-15,38000
9381,9381,POL-0009381-2025,Aviva,2025-03-13,2026-03-13,28000
9382,9382,POL-0009382-2025,Liberty Mutual,2025-03-22,2026-03-22,63000
9383,9383,POL-0009383-2025,Geico,2025-05-14,2026-05-14,89000
9384,9384,POL-0009384-2025,MAPFRE,2025-06-05,2026-06-05,61000
9385,9385,POL-0009385-2025,AXA,2025-06-02,2026-06-02,24000
9386,9386,POL-0009386-2025,Liberty Mutual,2025-03-22,2026-03-22,25000
9387,9387,POL-0009387-2025,Aviva,2025-03-29,2026-03-29,65000
9388,9388,POL-0009388-2025,Liberty Mutual,2025-01-26,2026-01-26,48000
9389,9389,POL-0009389-2025,Zurich,2025-01-31,2026-01-31,98000
9390,9390,POL-0009390-2025,Allianz,2025-04-13,2026-04-13,90000
9391,9391,POL-0009391-2025,Allianz,2025-05-17,2026-05-17,77000
9392,9392,POL-0009392-2025,Allianz,2025-01-06,2026-01-06,42000
9393,9393,POL-0009393-2025,AXA,2025-03-09,2026-03-09,98000
9394,9394,POL-0009394-2025,Allianz,2025-02-08,2026-02-08,88000
9395,9395,POL-0009395-2025,Aviva,2025-03-21,2026-03-21,58000
9396,9396,POL-0009396-2025,Geico,2025-01-11,2026-01-11,88000
9397,9397,POL-0009397-2025,StateFarm,2025-04-23,2026-04-23,31000
9398,9398,POL-0009398-2025,AXA,2025-02-18,2026-02-18,36000
9399,9399,POL-0009399-2025,StateFarm,2025-01-16,2026-01-16,92000
9400,9400,POL-0009400-2025,Aviva,2025-06-17,2026-06-17,96000
9401,9401,POL-0009401-2025,StateFarm,2025-06-05,2026-06-05,96000
9402,9402,POL-0009402-2025,Allianz,2025-03-17,2026-03-17,26000
9403,9403,POL-0009403-2025,Aviva,2025-06-22,2026-06-22,87000
9404,9404,POL-0009404-2025,Allianz,2025-03-26,2026-03-26,63000
9405,9405,POL-0009405-2025,Liberty Mutual,2025-02-23,2026-02-23,84000
9406,9406,POL-0009406-2025,Geico,2025-04-20,2026-04-20,62000
9407,9407,POL-0009407-2025,Liberty Mutual,2025-02-04,2026-02-04,40000
9408,9408,POL-0009408-2025,Zurich,2025-01-30,2026-01-30,85000
9409,9409,POL-0009409-2025,StateFarm,2025-02-24,2026-02-24,94000
9410,9410,POL-0009410-2024,Geico,2024-12-20,2025-12-20,62000
9411,9411,POL-0009411-2025,Geico,2025-03-23,2026-03-23,89000
9412,9412,POL-0009412-2025,Progressive,2025-04-26,2026-04-26,79000
9413,9413,POL-0009413-2025,AXA,2025-01-17,2026-01-17,66000
9414,9414,POL-0009414-2025,StateFarm,2025-01-05,2026-01-05,56000
9415,9415,POL-0009415-2024,MAPFRE,2024-12-13,2025-12-13,93000
9416,9416,POL-0009416-2025,Generali,2025-02-15,2026-02-15,77000
9417,9417,POL-0009417-2025,Zurich,2025-06-16,2026-06-16,77000
9418,9418,POL-0009418-2025,Progressive,2025-03-03,2026-03-03,97000
9419,9419,POL-0009419-2025,Allianz,2025-02-06,2026-02-06,21000
9420,9420,POL-0009420-2025,StateFarm,2025-01-07,2026-01-07,58000
9421,9421,POL-0009421-2025,Generali,2025-05-05,2026-05-05,36000
9422,9422,POL-0009422-2024,Zurich,2024-12-24,2025-12-24,79000
9423,9423,POL-0009423-2025,Aviva,2025-05-26,2026-05-26,32000
9424,9424,POL-0009424-2024,Generali,2024-12-12,2025-12-12,56000
9425,9425,POL-0009425-2024,MAPFRE,2024-12-22,2025-12-22,59000
9426,9426,POL-0009426-2025,Allianz,2025-03-24,2026-03-24,48000
9427,9427,POL-0009427-2025,MAPFRE,2025-04-27,2026-04-27,59000
9428,9428,POL-0009428-2025,AXA,2025-06-25,2026-06-25,85000
9429,9429,POL-0009429-2025,MAPFRE,2025-04-15,2026-04-15,88000
9430,9430,POL-0009430-2025,Progressive,2025-02-08,2026-02-08,50000
9431,9431,POL-0009431-2025,Generali,2025-02-10,2026-02-10,20000
9432,9432,POL-0009432-2025,AXA,2025-02-07,2026-02-07,58000
9433,9433,POL-0009433-2025,StateFarm,2025-05-23,2026-05-23,91000
9434,9434,POL-0009434-2025,StateFarm,2025-05-07,2026-05-07,84000
9435,9435,POL-0009435-2025,AXA,2025-02-25,2026-02-25,95000
9436,9436,POL-0009436-2025,Generali,2025-01-10,2026-01-10,91000
